epoch,train_loss,val_loss
1,0.36384548331663863,0.3658890649676323
2,0.3576379362645188,0.3625029940158129
3,0.35673532956014803,0.361717376857996
4,0.3571153312194638,0.362961258739233
5,0.35672083569736013,0.3647389132529497
6,0.3564384943101464,0.36444976180791855
7,0.35787541231488795,0.3625177573412657
8,0.3570122999873588,0.3636033236980438
9,0.3572785413362146,0.3630285654217005
10,0.35702007064005226,0.3629193603992462
